OrderNumber,OrderQty,UnitPrice,OrderLineNumber,Sales,OrderDate,Status,QTR_ID,Month_ID,Year,ProductLine,CustomerName,City,State,Country,Region,Revenue
10110,39,44.35,2,1729.65,2003-03-18,Shipped,1,3,2003,Vintage Cars,AV Stores,Manchester,Manchester,UK,EMEA,1729.65
10348,39,50.31,2,1962.09,2004-11-01,Shipped,4,11,2004,Vintage Cars,Corrida Auto Replicas,Madrid,\N,Spain,EMEA,1962.09
10285,39,78.92,2,3077.88,2004-08-27,Shipped,3,8,2004,Motorcycles,Marta's Replicas Co.,Cambridge,MA,USA,NA,3077.88
10321,39,84.75,2,3305.25,2004-11-04,Shipped,4,11,2004,Classic Cars,FunGiftIdeas.com,New Bedford,MA,USA,NA,3305.25
10221,39,89.53,2,3491.67,2004-02-18,Shipped,1,2,2004,Vintage Cars,Petit Auto,Bruxelles,\N,Belgium,EMEA,3491.67
10102,39,100.00,2,4808.31,2003-01-10,Shipped,1,1,2003,Vintage Cars,Vitachrome Inc.,NYC,NY,USA,NA,3900.00
10379,39,100.00,2,5399.55,2005-02-10,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,3900.00
10382,39,100.00,2,7827.30,2005-02-17,Shipped,1,2,2005,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,3900.00
10421,40,45.70,2,1828.00,2005-05-29,In Process,2,5,2005,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,1828.00
10344,40,56.91,2,2276.40,2004-11-25,Shipped,4,11,2004,Vintage Cars,Marseille Mini Autos,Marseille,Marseille,France,EMEA,2276.40
10198,40,63.67,2,2546.80,2003-11-27,Shipped,4,11,2003,Planes,Cruz & Sons Co.,Makati City,\N,Philippines,APAC,2546.80
10274,40,65.08,2,2603.20,2004-07-21,Shipped,3,7,2004,Planes,Collectables For Less Inc.,Brickhaven,MA,USA,NA,2603.20
10190,40,66.72,2,2668.80,2003-11-19,Shipped,4,11,2003,Motorcycles,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2668.80
10262,40,79.11,2,3164.40,2004-06-24,Cancelled,2,6,2004,Vintage Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,3164.40
10233,40,94.71,2,3788.40,2004-03-29,Shipped,1,3,2004,Vintage Cars,Tekni Collectables Inc.,Newark,NJ,USA,NA,3788.40
10130,40,96.34,2,3853.60,2003-06-16,Shipped,2,6,2003,Ships,Auto-Moto Classics Inc.,Brickhaven,MA,USA,NA,3853.60
10368,40,100.00,2,4107.20,2005-01-19,Shipped,1,1,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,4000.00
10342,40,100.00,2,6454.40,2004-11-24,Shipped,4,11,2004,Classic Cars,Australian Collectors,Melbourne,Victoria,Australia,APAC,4000.00
10315,41,62.00,2,2542.00,2004-10-29,Shipped,4,10,2004,Ships,La Rochelle Gifts,Nantes,Nantes,France,EMEA,2542.00
10142,41,64.00,2,2624.00,2003-08-08,Shipped,3,8,2003,Ships,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2624.00
10398,41,68.24,2,2797.84,2005-03-30,Shipped,1,3,2005,Planes,Reims Collectables,Reims,\N,France,EMEA,2797.84
10350,41,93.04,2,3814.64,2004-12-02,Shipped,4,12,2004,Trains,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,3814.64
10369,41,100.00,2,4514.92,2005-01-20,Shipped,1,1,2005,Classic Cars,Collectables For Less Inc.,Brickhaven,MA,USA,NA,4100.00
10378,41,100.00,2,4894.17,2005-02-10,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,4100.00
10128,41,100.00,2,5544.02,2003-06-06,Shipped,2,6,2003,Vintage Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,4100.00
10331,41,100.00,2,5715.40,2004-11-17,Shipped,4,11,2004,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,PA,USA,NA,4100.00
10211,41,100.00,2,7498.90,2004-01-15,Shipped,1,1,2004,Classic Cars,Auto Canal Petit,Paris,Paris,France,EMEA,4100.00
10241,41,100.00,2,7597.30,2004-04-13,Shipped,2,4,2004,Vintage Cars,Mini Caravy,Strasbourg,Strasbourg,France,EMEA,4100.00
10159,41,100.00,2,8296.35,2003-10-10,Shipped,4,10,2003,Classic Cars,Corporate Gift Ideas Co.,San Francisco,CA,USA,NA,4100.00
10160,42,37.00,2,1554.00,2003-10-11,Shipped,4,10,2003,Classic Cars,Men 'R' US Retailers,Los Angeles,Los Angeles,USA,NA,1554.00
10374,42,69.27,2,2909.34,2005-02-02,Shipped,1,2,2005,Planes,Australian Gift Network,Brisbane,South Brisbane,Australia,APAC,2909.34
10149,42,94.25,2,3958.50,2003-09-12,Shipped,3,9,2003,Vintage Cars,Signal Collectibles Ltd.,Brisbane,CA,USA,NA,3958.50
10296,42,100.00,2,4296.60,2004-09-15,Shipped,3,9,2004,Planes,Bavarian Collectables Imports,Munich,Munich,Germany,EMEA,4200.00
10181,42,100.00,2,5435.64,2003-11-12,Shipped,4,11,2003,Classic Cars,Herkku Gifts,Bergen,Bergen,Norway,EMEA,4200.00
10231,42,100.00,2,8378.58,2004-03-19,Shipped,1,3,2004,Classic Cars,CAF Imports,Madrid,Madrid,Spain,EMEA,4200.00
10224,43,39.43,2,1695.49,2004-02-21,Shipped,1,2,2004,Motorcycles,Daedalus Designs Imports,Lille,Lille,France,EMEA,1695.49
10230,43,52.14,2,2242.02,2004-03-15,Shipped,1,3,2004,Trains,Blauer See Auto,Frankfurt,Frankfurt,Germany,EMEA,2242.02
10222,43,74.03,2,3183.29,2004-02-19,Shipped,1,2,2004,Planes,Collectable Mini Designs Co.,San Diego,CA,USA,NA,3183.29
10327,43,80.00,2,3440.00,2004-11-10,Resolved,4,11,2004,Ships,Danish Wholesale Imports,Kobenhavn,\N,Denmark,EMEA,3440.00
10319,43,85.69,2,3684.67,2004-11-03,Shipped,4,11,2004,Classic Cars,Microscale Inc.,NYC,NY,USA,NA,3684.67
10282,43,86.61,2,3724.23,2004-08-20,Shipped,3,8,2004,Ships,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,3724.23
10384,43,97.87,2,4208.41,2005-02-23,Shipped,1,2,2005,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,CA,USA,NA,4208.41
10267,43,100.00,2,4645.72,2004-07-07,Shipped,3,7,2004,Classic Cars,Muscle Machine Inc,NYC,NY,USA,NA,4300.00
10225,43,100.00,2,6407.86,2004-02-22,Shipped,1,2,2004,Classic Cars,Vida Sport,Gensve,Gensve,Switzerland,EMEA,4300.00
10166,43,100.00,2,6930.74,2003-10-21,Shipped,4,10,2003,Vintage Cars,FunGiftIdeas.com,New Bedford,MA,USA,NA,4300.00
10151,43,100.00,2,7110.91,2003-09-21,Shipped,3,9,2003,Classic Cars,Oulu Toy Supplies,Oulu,Oulu,Finland,EMEA,4300.00
10246,44,52.60,2,2314.40,2004-05-05,Shipped,2,5,2004,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2314.40
10295,44,58.55,2,2576.20,2004-09-10,Shipped,3,9,2004,Ships,Gifts4AllAges.com,Boston,MA,USA,NA,2576.20
10424,44,61.41,2,2702.04,2005-05-31,In Process,2,5,2005,Trucks and Buses,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2702.04
10261,44,68.67,2,3021.48,2004-06-17,Shipped,2,6,2004,Ships,Quebec Home Shopping Network,Montreal,Quebec,Canada,NA,3021.48
10343,44,84.88,2,3734.72,2004-11-24,Shipped,4,11,2004,Classic Cars,Reims Collectables,Reims,\N,France,EMEA,3734.72
10137,44,99.55,2,4380.20,2003-07-10,Shipped,3,7,2003,Classic Cars,Reims Collectables,Reims,\N,France,EMEA,4380.20
10372,44,100.00,2,4496.80,2005-01-26,Shipped,1,1,2005,Ships,Tokyo Collectables,Tokyo,Minato-ku,Japan,APAC,4400.00
10365,44,100.00,2,4984.32,2005-01-07,Shipped,1,1,2005,Motorcycles,Mini Creations Ltd.,New Bedford,MA,USA,NA,4400.00
10180,44,100.00,2,5565.12,2003-11-11,Shipped,4,11,2003,Classic Cars,Daedalus Designs Imports,Lille,Lille,France,EMEA,4400.00
10292,44,100.00,2,7140.76,2004-09-08,Shipped,3,9,2004,Classic Cars,Land of Toys Inc.,NYC,NY,USA,NA,4400.00
10247,44,100.00,2,10606.20,2004-05-05,Shipped,2,5,2004,Classic Cars,Suominen Souveniers,Uusimaa,Espoo,Finland,EMEA,4400.00
10124,45,37.84,2,1702.80,2003-05-21,Shipped,2,5,2003,Vintage Cars,Signal Gift Stores,Las Vegas,NV,USA,NA,1702.80
10207,45,56.55,2,2544.75,2003-12-09,Shipped,4,12,2003,Trains,Diecast Collectables,Boston,MA,USA,NA,2544.75
10305,45,61.85,2,2783.25,2004-10-13,Shipped,4,10,2004,Classic Cars,Marta's Replicas Co.,Cambridge,MA,USA,NA,2783.25
10271,45,64.74,2,2913.30,2004-07-20,Shipped,3,7,2004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2913.30
10177,45,72.58,2,3266.10,2003-11-07,Shipped,4,11,2003,Vintage Cars,CAF Imports,Madrid,Madrid,Spain,EMEA,3266.10
10178,45,76.25,2,3431.25,2003-11-08,Shipped,4,11,2003,Planes,Alpha Cognac,Toulouse,\N,France,EMEA,3431.25
10341,45,79.65,2,3584.25,2004-11-24,Shipped,4,11,2004,Classic Cars,Salzburg Collectables,Salzburg,\N,Austria,EMEA,3584.25
10265,45,86.84,2,3907.80,2004-07-02,Shipped,3,7,2004,Classic Cars,Australian Collectables,Melbourne,Glen Waverly,Australia,APAC,3907.80
10386,45,92.08,2,4143.60,2005-03-01,Resolved,1,3,2005,Ships,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,4143.60
10416,45,100.00,2,4764.60,2005-05-10,Shipped,2,5,2005,Motorcycles,L'ordine Souveniers,Reggio Emilia,\N,Italy,EMEA,4500.00
10420,45,100.00,2,4977.00,2005-05-29,In Process,2,5,2005,Vintage Cars,Souveniers And Things Co.,Sydney,Chatswood,Australia,APAC,4500.00
10338,45,100.00,2,5526.45,2004-11-22,Shipped,4,11,2004,Vintage Cars,Royale Belge,Wallonia,Charleroi,Belgium,EMEA,4500.00
10303,46,49.04,2,2255.84,2004-10-06,Shipped,4,10,2004,Vintage Cars,Iberia Gift Imports,Sevilla,\N,Spain,EMEA,2255.84
10101,46,53.76,2,2472.96,2003-01-09,Shipped,1,1,2003,Vintage Cars,Blauer See Auto,Frankfurt,Frankfurt,Germany,EMEA,2472.96
10140,46,61.99,2,2851.54,2003-07-24,Shipped,3,7,2003,Trucks and Buses,Technics Stores Inc.,Burlingame,CA,USA,NA,2851.54
10192,46,83.60,2,3845.60,2003-11-20,Shipped,4,11,2003,Classic Cars,Online Diecast Creations Co.,Nashua,NH,USA,NA,3845.60
10359,46,100.00,2,4896.70,2004-12-15,Shipped,4,12,2004,Trucks and Buses,Reims Collectables,Reims,\N,France,EMEA,4600.00
10215,46,100.00,2,5152.00,2004-01-29,Shipped,1,1,2004,Trucks and Buses,West Coast Collectables Co.,Burbank,CA,USA,NA,4600.00
10120,46,100.00,2,9264.86,2003-04-29,Shipped,2,4,2003,Motorcycles,Australian Collectors,Melbourne,Victoria,Australia,APAC,4600.00
10336,46,100.00,2,9558.80,2004-11-20,Shipped,4,11,2004,Classic Cars,La Corne D'abondance,Paris,\N,France,EMEA,4600.00
10388,46,100.00,2,10066.60,2005-03-03,Shipped,1,3,2005,Planes,FunGiftIdeas.com,New Bedford,MA,USA,NA,4600.00
10127,46,100.00,2,11279.20,2003-06-03,Shipped,2,6,2003,Classic Cars,Muscle Machine Inc,NYC,NY,USA,NA,4600.00
10333,46,100.00,2,11336.70,2004-11-18,Shipped,4,11,2004,Vintage Cars,Mini Wheels Co.,San Francisco,CA,USA,NA,4600.00
10405,47,44.56,2,2094.32,2005-04-14,Shipped,2,4,2005,Classic Cars,Mini Caravy,Strasbourg,Strasbourg,France,EMEA,2094.32
10238,47,62.45,2,2935.15,2004-04-09,Shipped,2,4,2004,Classic Cars,Danish Wholesale Imports,Kobenhavn,\N,Denmark,EMEA,2935.15
10146,47,67.14,2,3155.58,2003-09-03,Shipped,3,9,2003,Motorcycles,Gift Ideas Corp.,Glendale,CT,USA,NA,3155.58
10115,47,69.36,2,3259.92,2003-04-04,Shipped,2,4,2003,Classic Cars,Classic Legends Inc.,NYC,NY,USA,NA,3259.92
10243,47,100.00,2,6154.18,2004-04-26,Shipped,2,4,2004,Vintage Cars,Diecast Collectables,Boston,MA,USA,NA,4700.00
10109,47,100.00,2,6241.60,2003-03-10,Shipped,1,3,2003,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,PA,USA,NA,4700.00
10135,47,100.00,2,6336.07,2003-07-02,Shipped,3,7,2003,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,4700.00
10191,48,60.01,2,2880.48,2003-11-20,Shipped,4,11,2003,Classic Cars,Toms Spezialitten,Koln,Koln,Germany,EMEA,2880.48
10199,48,83.12,2,3989.76,2003-12-01,Shipped,4,12,2003,Planes,West Coast Collectables Co.,Burbank,CA,USA,NA,3989.76
10162,48,91.44,2,4389.12,2003-10-18,Shipped,4,10,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,CA,USA,NA,4389.12
10226,48,92.09,2,4420.32,2004-02-26,Shipped,1,2,2004,Classic Cars,Collectable Mini Designs Co.,San Diego,CA,USA,NA,4420.32
10269,48,97.39,2,4674.72,2004-07-16,Shipped,3,7,2004,Vintage Cars,Salzburg Collectables,Salzburg,\N,Austria,EMEA,4674.72
10381,48,98.00,2,4704.00,2005-02-17,Shipped,1,2,2005,Trucks and Buses,Corporate Gift Ideas Co.,San Francisco,CA,USA,NA,4704.00
10219,48,100.00,2,4891.68,2004-02-10,Shipped,1,2,2004,Trucks and Buses,Signal Collectibles Ltd.,Brisbane,CA,USA,NA,4800.00
10156,48,100.00,2,4954.08,2003-10-08,Shipped,4,10,2003,Planes,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,4800.00
10279,48,100.00,2,5580.96,2004-08-09,Shipped,3,8,2004,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,4800.00
10318,48,100.00,2,6437.28,2004-11-02,Shipped,4,11,2004,Motorcycles,Diecast Classics Inc.,Allentown,PA,USA,NA,4800.00
10406,48,100.00,2,7169.28,2005-04-15,Disputed,2,4,2005,Classic Cars,Danish Wholesale Imports,Kobenhavn,\N,Denmark,EMEA,4800.00
10174,49,44.78,2,2194.22,2003-11-06,Shipped,4,11,2003,Vintage Cars,Australian Gift Network,Brisbane,South Brisbane,Australia,APAC,2194.22
10214,49,47.94,2,2349.06,2004-01-26,Shipped,1,1,2004,Vintage Cars,Corrida Auto Replicas,Madrid,\N,Spain,EMEA,2349.06
,49,72.33,2,3544.17,2004-12-17,Shipped,4,12,2004,Vintage Cars,Souveniers And Things Co.,Sydney,Chatswood,Australia,APAC,3544.17
10389,49,81.40,2,3988.60,2005-03-03,Shipped,1,3,2005,Motorcycles,Scandinavian Gift Ideas,Boras,\N,Sweden,EMEA,3988.60
10352,49,100.00,2,4935.28,2004-12-03,Shipped,4,12,2004,Planes,Auto-Moto Classics Inc.,Brickhaven,MA,USA,NA,4900.00
10184,49,100.00,2,5795.72,2003-11-14,Shipped,4,11,2003,Classic Cars,Iberia Gift Imports,Sevilla,\N,Spain,EMEA,4900.00
10366,49,100.00,2,6144.60,2005-01-10,Shipped,1,1,2005,Classic Cars,Royale Belge,Wallonia,Charleroi,Belgium,EMEA,4900.00
10150,49,100.00,2,6467.02,2003-09-19,Shipped,3,9,2003,Trucks and Buses,Dragon Souveniers,Singapore,\N,Singapore,APAC,4900.00
10117,50,43.68,2,2184.00,2003-04-16,Shipped,2,4,2003,Ships,Dragon Souveniers,Singapore,\N,Singapore,APAC,2184.00
10100,50,67.80,2,3390.00,2003-01-06,Shipped,1,1,2003,Vintage Cars,Online Diecast Creations Co.,Nashua,NH,USA,NA,3390.00
10153,50,88.15,2,4407.50,2003-09-28,Shipped,3,9,2003,Ships,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,4407.50
10196,50,94.40,2,4720.00,2003-11-26,Shipped,4,11,2003,Ships,Super Scale Inc.,New Haven,CT,USA,NA,4720.00
10362,50,96.92,2,4846.00,2005-01-05,Shipped,1,1,2005,Motorcycles,Technics Stores Inc.,Burlingame,CA,USA,NA,4846.00
10168,50,100.00,2,5747.50,2003-10-28,Shipped,4,10,2003,Motorcycles,Technics Stores Inc.,Burlingame,CA,USA,NA,5000.00
10363,50,100.00,2,6576.50,2005-01-06,Shipped,1,1,2005,Motorcycles,Suominen Souveniers,Uusimaa,Espoo,Finland,EMEA,5000.00
10105,50,100.00,2,7208.00,2003-02-11,Shipped,1,2,2003,Classic Cars,Danish Wholesale Imports,Kobenhavn,\N,Denmark,EMEA,5000.00
10332,50,100.00,2,7310.00,2004-11-17,Shipped,4,11,2004,Vintage Cars,AV Stores,Manchester,Manchester,UK,EMEA,5000.00
10414,51,76.31,2,3891.81,2005-05-06,On Hold,2,5,2005,Vintage Cars,Gifts4AllAges.com,Boston,MA,USA,NA,3891.81
10422,51,95.55,2,4873.05,2005-05-30,In Process,2,5,2005,Vintage Cars,Diecast Classics Inc.,Allentown,PA,USA,NA,4873.05
10402,55,55.72,2,3064.60,2005-04-07,Shipped,2,4,2005,Motorcycles,Auto Canal Petit,Paris,Paris,France,EMEA,3064.60
10340,55,100.00,2,6482.85,2004-11-24,Shipped,4,11,2004,Motorcycles,Enaco Distributors,Barcelona,Barcelona,Spain,EMEA,5500.00
10419,55,100.00,2,7695.60,2005-05-17,Shipped,2,5,2005,Classic Cars,Salzburg Collectables,Salzburg,\N,Austria,EMEA,5500.00
10407,76,100.00,2,14082.80,2005-04-22,On Hold,2,4,2005,Vintage Cars,The Sharp Gifts Warehouse,San Jose,CA,USA,NA,7600.00
10407,6,90.19,3,541.14,2005-04-22,On Hold,2,4,2005,Vintage Cars,The Sharp Gifts Warehouse,San Jose,CA,USA,NA,541.14
10420,15,43.49,3,652.35,2005-05-29,In Process,2,5,2005,Vintage Cars,Souveniers And Things Co.,Sydney,Chatswood,Australia,APAC,652.35
10414,19,100.00,3,2764.88,2005-05-06,On Hold,2,5,2005,Classic Cars,Gifts4AllAges.com,Boston,MA,USA,NA,1900.00
10214,20,34.19,3,683.80,2004-01-26,Shipped,1,1,2004,Vintage Cars,Corrida Auto Replicas,Madrid,\N,Spain,EMEA,683.80
10110,20,35.51,3,710.20,2003-03-18,Shipped,1,3,2003,Vintage Cars,AV Stores,Manchester,Manchester,UK,EMEA,710.20
10237,20,68.34,3,1366.80,2004-04-05,Shipped,2,4,2004,Motorcycles,Vitachrome Inc.,NYC,NY,USA,NA,1366.80
10150,20,100.00,3,2104.00,2003-09-19,Shipped,3,9,2003,Classic Cars,Dragon Souveniers,Singapore,\N,Singapore,APAC,2000.00
10161,20,100.00,3,2144.60,2003-10-17,Shipped,4,10,2003,Classic Cars,Heintze Collectables,Aaarhus,\N,Denmark,EMEA,2000.00
10153,20,100.00,3,2204.60,2003-09-28,Shipped,3,9,2003,Ships,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2000.00
10322,20,100.00,3,2624.00,2004-11-04,Shipped,4,11,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,NH,USA,NA,2000.00
10382,20,100.00,3,2654.40,2005-02-17,Shipped,1,2,2005,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2000.00
10266,20,100.00,3,2824.80,2004-07-06,Shipped,3,7,2004,Classic Cars,L'ordine Souveniers,Reggio Emilia,\N,Italy,EMEA,2000.00
10334,20,100.00,3,2878.80,2004-11-19,On Hold,4,11,2004,Classic Cars,Volvo Model Replicas,Lule,Lule,Sweden,EMEA,2000.00
10248,20,100.00,3,2910.40,2004-05-07,Cancelled,2,5,2004,Classic Cars,Land of Toys Inc.,NYC,NY,USA,NA,2000.00
10168,20,100.00,3,4183.00,2003-10-28,Shipped,4,10,2003,Motorcycles,Technics Stores Inc.,Burlingame,CA,USA,NA,2000.00
10219,21,40.31,3,846.51,2004-02-10,Shipped,1,2,2004,Classic Cars,Signal Collectibles Ltd.,Brisbane,CA,USA,NA,846.51
10180,21,50.36,3,1057.56,2003-11-11,Shipped,4,11,2003,Motorcycles,Daedalus Designs Imports,Lille,Lille,France,EMEA,1057.56
10185,21,54.00,3,1134.00,2003-11-14,Shipped,4,11,2003,Ships,Mini Creations Ltd.,New Bedford,MA,USA,NA,1134.00
10186,21,69.04,3,1449.84,2003-11-14,Shipped,4,11,2003,Vintage Cars,Double Decker Gift Stores,London,London,UK,EMEA,1449.84
10217,21,100.00,3,2244.90,2004-02-04,Shipped,1,2,2004,Trucks and Buses,Handji Gifts& Co,Singapore,\N,Singapore,APAC,2100.00
10142,21,100.00,3,2334.99,2003-08-08,Shipped,3,8,2003,Ships,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2100.00
10245,21,100.00,3,2390.22,2004-05-04,Shipped,2,5,2004,Trucks and Buses,Super Scale Inc.,New Haven,CT,USA,NA,2100.00
10332,21,100.00,3,3472.98,2004-11-17,Shipped,4,11,2004,Classic Cars,AV Stores,Manchester,Manchester,UK,EMEA,2100.00
10191,21,100.00,3,3840.90,2003-11-20,Shipped,4,11,2003,Classic Cars,Toms Spezialitten,Koln,Koln,Germany,EMEA,2100.00
10301,22,51.32,3,1129.04,2003-10-05,Shipped,4,10,2003,Classic Cars,Norway Gifts By Mail,Oslo,\N,Norway,EMEA,1129.04
10307,22,71.67,3,1576.74,2004-10-14,Shipped,4,10,2004,Vintage Cars,Classic Gift Ideas,Philadelphia,Philadelphia,USA,NA,1576.74
10296,22,80.80,3,1777.60,2004-09-15,Shipped,3,9,2004,Planes,Bavarian Collectables Imports,Munich,Munich,Germany,EMEA,1777.60
10261,22,91.17,3,2005.74,2004-06-17,Shipped,2,6,2004,Vintage Cars,Quebec Home Shopping Network,Montreal,Quebec,Canada,NA,2005.74
10284,22,100.00,3,2310.88,2004-08-21,Shipped,3,8,2004,Planes,Norway Gifts By Mail,Oslo,\N,Norway,EMEA,2200.00
10197,22,100.00,3,2538.80,2003-11-26,Shipped,4,11,2003,Vintage Cars,Enaco Distributors,Barcelona,Barcelona,Spain,EMEA,2200.00
10173,22,100.00,3,2571.14,2003-11-05,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Bergamo,\N,Italy,EMEA,2200.00
10246,22,100.00,3,2928.42,2004-05-05,Shipped,2,5,2004,Trucks and Buses,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2200.00
10342,22,100.00,3,3160.74,2004-11-24,Shipped,4,11,2004,Classic Cars,Australian Collectors,Melbourne,Victoria,Australia,APAC,2200.00
10365,22,100.00,3,3425.18,2005-01-07,Shipped,1,1,2005,Motorcycles,Mini Creations Ltd.,New Bedford,MA,USA,NA,2200.00
10362,23,49.67,3,1142.41,2005-01-05,Shipped,1,1,2005,Motorcycles,Technics Stores Inc.,Burlingame,CA,USA,NA,1142.41
10229,23,54.11,3,1244.53,2004-03-11,Shipped,1,3,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,1244.53
10204,23,71.44,3,1643.12,2003-12-02,Shipped,4,12,2003,Vintage Cars,Muscle Machine Inc,NYC,NY,USA,NA,1643.12
10302,23,72.70,3,1672.10,2003-10-06,Shipped,4,10,2003,Classic Cars,UK Collectables,Liverpool,Liverpool,UK,EMEA,1672.10
10183,23,86.99,3,2000.77,2003-11-13,Shipped,4,11,2003,Classic Cars,Classic Gift Ideas,Philadelphia,Philadelphia,USA,NA,2000.77
10352,23,100.00,3,2352.67,2004-12-03,Shipped,4,12,2004,Ships,Auto-Moto Classics Inc.,Brickhaven,MA,USA,NA,2300.00
10314,23,100.00,3,2481.70,2004-10-22,Shipped,4,10,2004,Trains,Heintze Collectables,Aaarhus,\N,Denmark,EMEA,2300.00
10152,23,100.00,3,2802.09,2003-09-25,Shipped,3,9,2003,Classic Cars,Australian Gift Network,Brisbane,South Brisbane,Australia,APAC,2300.00
10232,24,49.69,3,1192.56,2004-03-20,Shipped,1,3,2004,Ships,giftsbymail.co.uk,Cowes,Isle of Wight,UK,EMEA,1192.56
10193,24,51.84,3,1244.16,2003-11-21,Shipped,4,11,2003,Vintage Cars,Australian Collectables,Melbourne,Glen Waverly,Australia,APAC,1244.16
10244,24,58.09,3,1394.16,2004-04-29,Shipped,2,4,2004,Vintage Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,1394.16
10274,24,72.33,3,1735.92,2004-07-21,Shipped,3,7,2004,Vintage Cars,Collectables For Less Inc.,Brickhaven,MA,USA,NA,1735.92
10159,24,73.42,3,1762.08,2003-10-10,Shipped,4,10,2003,Classic Cars,Corporate Gift Ideas Co.,San Francisco,CA,USA,NA,1762.08
10177,24,76.00,3,1824.00,2003-11-07,Shipped,4,11,2003,Ships,CAF Imports,Madrid,Madrid,Spain,EMEA,1824.00
10235,24,76.03,3,1824.72,2004-04-02,Shipped,2,4,2004,Planes,Royal Canadian Collectables,Tsawassen,Tsawassen,Canada,NA,1824.72
10228,24,100.00,3,2504.40,2004-03-10,Shipped,1,3,2004,Vintage Cars,Cambridge Collectables Co.,Cambridge,MA,USA,NA,2400.00
10151,24,100.00,3,3327.60,2003-09-21,Shipped,3,9,2003,Trucks and Buses,Oulu Toy Supplies,Oulu,Oulu,Finland,EMEA,2400.00
10287,24,100.00,3,3516.48,2004-08-30,Shipped,3,8,2004,Classic Cars,Vida Sport,Gensve,Gensve,Switzerland,EMEA,2400.00
10343,25,52.32,3,1308.00,2004-11-24,Shipped,4,11,2004,Classic Cars,Reims Collectables,Reims,\N,France,EMEA,1308.00
10121,25,86.74,3,2168.50,2003-05-07,Shipped,2,5,2003,Motorcycles,Reims Collectables,Reims,\N,France,EMEA,2168.50
10182,25,87.33,3,2183.25,2003-11-12,Shipped,4,11,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2183.25
10357,25,100.00,3,2604.25,2004-12-10,Shipped,4,12,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2500.00
10107,25,100.00,3,2845.75,2003-02-24,Shipped,1,2,2003,Motorcycles,Land of Toys Inc.,NYC,NY,USA,NA,2500.00
10227,25,100.00,3,2953.75,2004-03-02,Shipped,1,3,2004,Vintage Cars,Saveley & Henriot,Lyon,\N,France,EMEA,2500.00
10370,25,100.00,3,3160.25,2005-01-20,Shipped,1,1,2005,Trucks and Buses,Anna's Decorations,Sydney,North Sydney,Australia,APAC,2500.00
10122,25,100.00,3,3598.50,2003-05-08,Shipped,2,5,2003,Classic Cars,Marseille Mini Autos,Marseille,Marseille,France,EMEA,2500.00
10247,25,100.00,3,4381.25,2004-05-05,Shipped,2,5,2004,Classic Cars,Suominen Souveniers,Uusimaa,Espoo,Finland,EMEA,2500.00
10313,25,100.00,3,4572.25,2004-10-22,Shipped,4,10,2004,Classic Cars,Canadian Gift Exchange Network,Vancouver,BC,Canada,NA,2500.00
10106,26,63.76,3,1657.76,2003-02-17,Shipped,1,2,2003,Planes,Rovelli Gifts,Bergamo,\N,Italy,EMEA,1657.76
10147,26,82.39,3,2142.14,2003-09-05,Shipped,3,9,2003,Classic Cars,Collectables For Less Inc.,Brickhaven,MA,USA,NA,2142.14
